대분류,중분류,ipc,title,ipc_sub
기계ㆍ소재,산업/일반기계,G01N15/*,"입자의 특징의 조사; 다공성 재료의 투과율, 기공량 또는 표면적의 조사(미생물의 확인 C12Q) [2006.01]",G01N
기계ㆍ소재,산업/일반기계,G01N17/*,"기후, 부식 또는 광에 대한 재료의 내구성의 조사 [2006.01]",G01N
기계ㆍ소재,산업/일반기계,G01P5/*,"유체, 예. 공기류의 속도측정 유체에 관련된 물체, 예. 선박의 항공기의 상대속도의 측정(유체의 양을 재기 위해 속도측정 장치를 사용하는 것 G01F) [2006.01]",G01P
기계ㆍ소재,산업/일반기계,G01R19/*,전류 또는 전압을 측정하고 또는 그것들의 부호 또는 존재를 지시하기 위한 장치(G01R 5/00이 우선; 생체의 전류 또는 전압을 측정하기 위한 것 A61B 5/04) [2006.01],G01R
기계ㆍ소재,산업/일반기계,G05B*,"제어계 또는 조정계 일반; 이와 같은 계의 기능요소; 이와 같은 계 또는 요소의 감시 또는 시험장치(액체압 액츄에이터 또는 유체적 수단으로 동작하는 계 일반 F15B; 밸브 자체 F16K; 기계적 구성 만을 특징으로 하는 것 G05G; 검출요소는 적절한 서브클래스를 참조, 예. G12B 또는 G01, H01의 서브클래스; 보정유닛은 적절한 서브클래스를 참조, 예. H02K)",G05B
기계ㆍ소재,산업/일반기계,G05D*,비전기적 변량의 제어 또는 조정계(금속의 연속주조 B22D 11/26; 밸브 그 자체 F16K; 비전기량의 검출은 G01의 관련 서브클래스를 참조; 전기 또는 자기량의 조정 G05F),G05D
기계ㆍ소재,산업/일반기계,G08B25/*,"경보상태의 위치를 중앙국에 통보하는 경보시스템, 예. 화재 또는 경찰전신시스템 [2006.01]",G08B
기계ㆍ소재,산업/일반기계,G12B*,달리 분류되지 않는 기계의 구성적 세부 또는 기타의 장치에 유사한 세부,G12B
기계ㆍ소재,산업/일반기계,H01L41/*,압전(Piezoelectric) 장치 일반; 전왜(Electrostrictive) 장치 일반; 자왜(Magnetostrictive) 장치 일반; 그러한 소자 또는 그 부품의 제조 또는 처리에 특별히 적용되는 방법 또는 장치; 그들 소자의 세부(하나의 공통 기판내 또는 기판상에 형성된 복수의 고체(solid-state) 구성부품으로부터 되는 장치 H01L 27/00) [2013.01],H01L
기계ㆍ소재,산업/일반기계,H02M1/*,변환장치의 세부 [2007.01],H02M
기계ㆍ소재,산업/일반기계,H02N1/*,움직이는 솔리드(Solid)형 정전하운반체를 이용한 정전발전기 또는 전동기 [2006.01],H02N
기계ㆍ소재,산업/일반기계,H02N2/*,"압전효과, 전왜 또는 자왜를 이용한 전기 기계(일반 기계적 진동을 발생하는 장치 B06B; 압전, 전왜, 자왜 소자 그 자체 일반 H01L 41/00) [2006.01]",H02N
기계ㆍ소재,산업/일반기계,H02P29/*,교류 전동기 및 직류전동기 양측에 적합한 조정 또는 제어장치(전기 전동기의 시작을 위한 장치 H02P 1/00 ;전기 전동기의 정지 또는 감속을 위한 장치 H02P 3/00 ; 둘 이상의 다른 전기 전압 공급에 접속 가능한 전동기의 제어 H02P 4/00 ;둘 이상의 전기 전동기의 속도 또는 토크를 조정 또는 제어하는 것 H02P 5/00 ;벡터 제어 H02P 21/00 ) [2016.01],H02P
기계ㆍ소재,산업/일반기계,A61H*,"물리적인 치료 장치, 예. 인체의 급소의 위치를 검출 또는 자극하는 장치；인공 호흡；맛사지；특별한 치료 또는 인체의 특정의 부분을 위한 입욕 장치(전기 치료, 자기 치료, 방사선 치료, 초음파 치료 A61N)",A61H
기계ㆍ소재,산업/일반기계,A63J*,"극장, 서커스 또는 그 유사한 장치; 마술용 설비 또는 그 유사물",A63J
기계ㆍ소재,산업/일반기계,B23Q*,"공작 기계의 세부, 구성부분, 또는 부속 장치, 예. 모방 또는 제어 장치(선반 또는 보오링머신의 공구 B23B 27/00); 특정의 세부 또는 구성부분의 구조에 특징이 있는 공작 기계; 특정의 결과를 목적으로 하지 않는 금속 가공 기계의 조합",B23Q
기계ㆍ소재,산업/일반기계,B29D*,플라스틱 또는 가소성 상태에 있는 물질로부터 특정 성형품의 제조(미립의 제조 B29B 9/00; 예비 성형품의 제조 B29B 11/00) [1985.01],B29D
기계ㆍ소재,산업/일반기계,B30B*,"프레스 일반；그 밖에 분류되지 않는 프레스(물질의 변태를 생기게 하는 초고압 또는 초고압과 고온의 발생, 예.인조 다이아몬드를 제조하기 위한 것 B01J3/00) [1974.07]",B30B
기계ㆍ소재,산업/일반기계,B31C*,"권취 제품의 제조, 예. 종이, 판지 또는 종이와 유사한 방식으로 가공되는 재료의 권취 튜브",B31C
기계ㆍ소재,산업/일반기계,B31D*,"서브클래스 B31B 또는 B31C에서 제공하지 않는 종이, 판지 또는 종이와 같은 방식으로 가공되는 재료의 제품을 제조 (나무 또는 다른 목질 섬유소 물질 또는 그와 같은 유기물질로 구성된 섬유 또는 입자로부터 만들어진 제품의 건조 공정에 의한 제조 B27N; 종이 또는 판지의 전체로 구성되지 않은 층이 있는 제품을 만드는 것 B32B; 셀룰로오스 섬유 현탁액으로부터 제품을 만드는 것, 예. 나무 펄프 D21J)",B31D
기계ㆍ소재,산업/일반기계,B62D*,"자동차; 트레일러 (농업 기계 또는 그 설비의 조향 및 안내 A01B 69/00; 차륜, 캐스터, 차축, 차륜의 점착력을 증가시키는 것 B60B; 차량 타이어, 타이어의 팽창, 타이어의 교환 또는 수리 B60C; 열차 또는 유사 차량간의 연결기 B60D; 철도 및 노면용 차량, 수육양용 또는 용도 전환 가능한 차량 B60F; 현가 장치 B60G; 난방, 냉방, 환기 또는 다른 공기 처리 장치 B60H; 창, 방풍 유리, 비고정식 루프, 도어(door) 또는 유사한 장치, 비사용시의 차량커버 B60J; 추진장치, 보조추진장치, 전동장치, 제어장치, 계장 또는 계기판 B60K; 전동차량의 전동장치 또는 추진장치 B60L; 전동차량용 동력공급장치 B60M; 달리 분류되지 않는 여객설비 B60N; 하물수송 또는 특수한 하물 또는 대상물을 운반하는 데에 적합한 것 B60P; 조명, 신호장치의 배치, 그것의 또는 그것을 위한 회로의 부착 또는 지지 일반  B60Q; 달리 분류되지 않는 차량, 차량부속품 또는 차량부품 B60R; 달리 분류되지 않는 손질, 청소, 수리, 지지, 들어올리기 또는 이동 B60S; 제동장치, 제동제시스템 또는 그 부속품 B60T; 공기쿠션차량 B60V; 모우터사이클, 그 부속품 B60J, B60K; 차량의 시험 G01M)",B62D
기계ㆍ소재,산업/일반기계,B65B*,"물품 또는 재료를 포장하기 위한 기계, 기구, 장치 또는 방법; 포장 해체 (잎담배의 묶음 및 압착 장치 A24C1/44; 결합된 물품 또는 물품에 지지되도록 적용된 결속구를 긴장 혹은 고착시키기 위한 장치 B25B 25/00; 병, 단지 또는 유사한 용기에대한 밀폐구의 적용 B67B 1/00-B67B 6/00; 병의 동시 세척, 충전과 밀폐 B67C 7/00; 병, 단지, 캔, 통, 배럴 또는 이와 유사한 용기를 비우기 위한 것 B67C 9/00)",B65B
기계ㆍ소재,산업/일반기계,B65D*,"물품 또는 재료의 보관 또는 수송용의 용기, 예. 장류(Bags), 나무통, 병, 상자, 캔류(Cans), 마분지 상자(Carton), 나무상자(Crate), 드럼, 호리병(Jars), 탱크, 호퍼(Hopper), 운송 콘테이너, 부속품, 폐개구(Closures) 또는 그 부착; 포장 요소; 포장체",B65D
기계ㆍ소재,산업/일반기계,B82B*,"개별단위로서의 분자, 원자들의 제한된 집합 또는 개별 원자, 분자의 조작에 의해 형성된 나노구조; 그의 취급 또는 제조 [2000.01]",B82B
기계ㆍ소재,산업/일반기계,B82Y*,나노 구조의 응용 또는 특정한 사용;  나노 구조의 분석 또는 측정;  나노 구조의 처리 또는 제조 [2011.01],B82Y
기계ㆍ소재,산업/일반기계,C23C*,"코팅 금속물질; 금속물질을 포함하는 피복재료; 표면확산, 화학적 전환 또는 치환에 의한 금속 재료의 표면 처리; 진공증착, 스퍼터링, 이온 주입 또는 화학증착법에 코팅 일반 (압출 제품의 금속피복 B21C 23/22; 기존의 피복층에 금속피복은 관련개소 참조, 예 B21D 39/00, B23K; 유리의 금속피복 C03C; 몰탈, 콘크리트, 인공석, 세라믹 또는 자연석의 금속피복 C04B 41/00; 금속재료의 범랑처리 또는 유리층 형성 C23D; 전기분해 또는 전기영동에 의한 금속 피복 또는 금속 표면 처리 C25D; 단결정막의 성장 C30B; 직물의 금속처리 D06M 11/83; 국부적인 금속화에 의한 직물 데코레이팅 D06Q 1/04) [1985.01]",C23C
기계ㆍ소재,산업/일반기계,F15B*,"유체수단에 의하여 작동하는 계 일반; 유체압 액튜에이터, 예. 서보모터; 달리 분류되지 않는 유체압계의 세부(모터, 터빈, 압축기, 송풍기, 펌프 F01 ～ F04; 유체동력학 F15D , 작유체클러치 또는 유체브레이크 F16D; 유체스프링; F16F; 유체전동장치 F16H; 피스톤, 실린더, 패킹 F16J; 밸브, 마개, 콕, 조작용의 플로트 F16K; 주밸브 보조유동에 의하여 작동되는 안전밸브 F16K 17/10; 밸브의 유체작동장치 F16K 31/12; 관, 관이음 F16L; 윤활 F16N)",F15B
기계ㆍ소재,산업/일반기계,F16D*,"회전운동의 전달을 위한 커플링(coupling)(회전을 운반하기 위한 전동 장치 F16H, 예. 액체 전동 장치 F16H 39/00-F16H 47/00); 클러치(clutch)(다이나모 일렉트릭(dynamo-electric) 클러치 H02K 49/00; 정전기 인력을 사용하는 클러치 H02N 13/00); 브레이크(brake)(차량용 전동식 제동 시스템 일반 B60L 7/00; 다이나모 일렉트릭(dynamo-electric) 브레이크 H02K 49/00) [1974.07]",F16D
기계ㆍ소재,산업/일반기계,F16F*,스프링; 완충장치; 진동감쇠 수단,F16F
기계ㆍ소재,산업/일반기계,F16M*,"엔진, 기계 또는 장치에서의 프레임, 케이싱(casing) 또는 베드(beds)로서; 다른 곳에 속하는 엔진(engine), 기계 또는 장치에 특유하지 않은; 스탠드 또는 지지체",F16M
기계ㆍ소재,산업/일반기계,F17D*,"관로계; 관로(액체 분배 E03B; 펌프 또는 압축기 F04; 유체 역학 F15D; 밸브 또는 그와 유사한 것 F16K; 파이프, 파이프 부설, 지지대, 조인트, 브랜치(분지), 수리, 전체 라인에서의 작업, 부속품 F16L; 스팀 트랩 또는 그와 유사한 것 F16T; 유체 압력 전기 케이블 H01B 9/06)",F17D
기계ㆍ소재,산업/일반기계,F28D*,"열교환매체가 직접접촉하지 않는 열교환 장치로 다른 서브클래스로 분류 되지 않는 것(열전달, 열교환 또는 열저장 물질 C09K 5/00; 열발생 수단 또는 열전달 수단을 갖는 유체가열기 F24H; 노 F27; 일반용의 열교환장치의 F28F); 축열 플랜트 또는 장치 일반 [1985.01]",F28D
기계ㆍ소재,산업/일반기계,G01B*,"길이, 두께 또는 유사한 직선치의 측정; 각도의 측정; 면적의 측정; 표면 또는 윤곽의 불규칙성 측정",G01B
기계ㆍ소재,산업/일반기계,G01D*,특정변량을 위해서 특별히 적용되지 않는 측정; 단일의 다른 서브클래스에 속하지 않는 둘 이상의 변량을 측정하는 장치; 요금계량장치; 특정변량을 위해서 특별히 적용되지 않는 설비의 이동 또는 도입;  달리 분류되지 않는 측정 또는 시험,G01D
기계ㆍ소재,산업/일반기계,G01J*,"적외선, 가시광선 또는 자외선의 강도, 속도, 스펙트럼, 편광 또는 위상 또는 펄스의 측정; 색의 측정; 방사온도측정 [1974.07]",G01J
기계ㆍ소재,산업/일반기계,G01L*,"힘, 토오크, 일, 기계적 동력, 기계적 효율 또는 유체압력의 측정(무게측정 G01G) [1985.01]",G01L
기계ㆍ소재,산업/일반기계,G01M*,기계 또는 구조물의 정적 또는 동적 평형시험; 달리 분류되지 않는 구조물 또는 장치의 시험,G01M
기계ㆍ소재,산업/일반기계,G01P*,"직선속도, 각속도, 가속도, 감속도 또는 충격의 측정; 운동의 유무; 운동의 방향 지시(회전 운동 효과(gyroscopic)를 이용한 각속도 측정 G01C 19/00; 둘 이상의 운동변량을 측정하기 위한 복수 측정 장치를 결합시킨 것 G01C 23/00; 음속의 측정 G01H 5/00; 광속의 측정 G01J 7/00; 전파 또는 다른 파동의 반사 또는 재방사에 의하고 전파효과, 예. 도플러효과(Doppler), 전파시간 또는 전파의 방향에 기초한 고체물체의 방향 또는 속도의 결정 G01S; 핵방사선의 속도측정 G01T)",G01P
기계ㆍ소재,산업/일반기계,G01R*,전기변량의 측정; 자기변량의 측정(공진회로의 바른 동조의 지시 H03J 3/12),G01R
기계ㆍ소재,산업/일반기계,H01L*,"반도체 장치; 다른 곳에 속하지 않는 전기적 고체 장치 (측정에 반도체 장치를 사용 G01; 저항 일반 H01C; 자석, 인덕터, 변성기 H01F; 컨덴서 일반 H01G; 전해장치 H01G 9/00; 전지, 축전지 H01M; 도파관, 도파관형의 공진기 또는 선로 H01P; 전선접속기, 집전장치 H01R; 유도방출 소자 H01S; 전기기계적 공진기 H03H; 확성기, 마이크로폰, 축음기의 픽엎 또는 음향의 전기기계적 변환기 H04R; 전기적 광원 일반 H05B; 인쇄회로, 하이브리드 회로, 전기장치의 케이스 또는 세부구조, 전기부품의 조립작업 H05K; 특별하게 응용되는 회로에 반도체 장치를 사용하는 경우는 각각 응용되는 서브클래스를 참조) [1974.07]",H01L
기계ㆍ소재,산업/일반기계,H02M*,"교류-교류, 교류-직류 또는 직류-직류변환장치 및 주요한 또는 유사한 전력공급장치와 함께 사용하기 위한 장치; 직류 또는 교류입력의 서지 출력변환; 그것을 제어 또는 조정(전기 또는 자기변량을 조정하기 위한 시스템일반, 예. 변압기, 리액터 또는 초크 코일을 사용하기 위한 것, 정지 변환기를 가진 이와 같은 시스템을 결합 G05F; 변성기 H01F; 유사 또는 기타 공급전원과의 공동동작하는 변환기의 접속 또는 제어, H02J; 회전 변환기 H02K 47/00; 변성기, 리액터 또는 초크코일제어, 전동기, 발전기 또는 회전변환기 제어 또는 조정 H02P; 펄스발생기 H03K) [1990.01]",H02M
기계ㆍ소재,산업/일반기계,H02N*,타류에 속하지 않는 전기,H02N
기계ㆍ소재,산업/일반기계,H02P*,"전동기, 전기 발전기 또는 다이나모일렉트릭(역학적 에너지와 전기적 에너지를 서로 변환하는, Dynamo-electric) 변환기 ; 변압기를 제어하는 것, 원자로 또는 초크 코일(choke coil)의 제어 또는 규제 [1985.01]",H02P
기계ㆍ소재,조선/해양시스템,B63B1/*,선체 또는 수중익(水中翼)의 유체역학적 또는 유체정력학적 특징(잠수함 특유의 선체 B63B 3/13; 키일 B63B 3/38) [2006.01],B63B
기계ㆍ소재,조선/해양시스템,B63B17/*,"달리 분류되지 않는 선박의 부품, 세부, 부속품 [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63B21/*,"계선, 이동, 예선 또는 압선용 장치; 정박(Anchoring)(동적 정류 B63H 25/00) [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63B3/*,선체의 구조(비금속제의 선체 B63B 5/00) [2006.01],B63B
기계ㆍ소재,조선/해양시스템,B63B35/*,"특정 목적을 위해 적용되는 선박 또는 이것에 유사한 부양 구조물(화물 수용 장치에 특징이 있는 선박 B63D 25/00; 자신의 공격 또는 방어적인 준비에 특징이 있는 기뢰부설 또는 소해정, 잠수함, 항공모함 또는 다른 선박들 B63G) [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63B39/*,"종요(pitching), 횡요(Rolling) 또는 그것에 유사한 바람직하지 않은 선박의 동요 경감 장치 선박의 자세지시장치 [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63B43/*,"선박의 안전성을 개선하는 것, 예. 손상 제어로서 달리 분류되지 않는 것 [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63B5/*,비금속제의 선체 [2006.01],B63B
기계ㆍ소재,조선/해양시스템,B63B71/*,"달리 분류되지 않는 선박의 설계, 건조, 보수전환, 개선, 수리 또는 특성의 결정의 관한 방법(콘크리트 선박의 축조용 보드 E04G) [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63H5/*,물에 직접 작용하는 추진기의 선체상의 설비 [2006.01],B63H
기계ㆍ소재,조선/해양시스템,F16K1/*,"리프트 밸브, 즉 적어도 1개의 구성요소가 폐쇄면에 수직인 개폐동작을 하는 폐쇄부재(closure member)를 갖는 차단장치(cut-off apparatus)(다이어프램 밸브 F16K 7/00 ) [2006.01]",F16K
기계ㆍ소재,조선/해양시스템,F16K31/*,조작수단; 해방장치(releasing device) [2006.01],F16K
기계ㆍ소재,조선/해양시스템,G01M*,기계 또는 구조물의 정적 또는 동적 평형시험; 달리 분류되지 않는 구조물 또는 장치의 시험,G01M
기계ㆍ소재,조선/해양시스템,G01N1/*,샘플링; 조사용 표본의 조제(자동분석을 위한 재료의 취급(handling) G01N 35/00) [2006.01],G01N
기계ㆍ소재,조선/해양시스템,G06F17/*,"디지털 컴퓨팅 또는 데이터 처리 장비 또는 방법, 특정 기능을 위해 특히 적합한 것(정보 검색, 데이터베이스 구조 또는 파일 시스템 구조 G06F16/00) [2019.01]",G06F
기계ㆍ소재,조선/해양시스템,F16K*,밸브; 탭(Tap); 콕(Cock); 작동하는 플로트(float); 배기 또는 흡기장치,F16K
기계ㆍ소재,조선/해양시스템,B63B11/*,선체의 내부 구획(격벽부의 구조 B63B 3/56) [2006.01],B63B
기계ㆍ소재,조선/해양시스템,B63B15/*,상부 구조; 마스트장치 또는 설비 [2006.01],B63B
기계ㆍ소재,조선/해양시스템,B63B27/*,"승객 또는 화물의 선적 또는 하역을 위한 선체 장치의 배치, 부착(자동 하역 바지선 또는 거룻배 B65G 35/30; 떠있는 크레인 B66C 23/52) [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63B45/*,"신호, 조명 기구의 배치 또는 적용(구명부이, 구명벨트, 구명자켓, 구명복 또는 그와 유사한 것, 신호발생 수단에 특징이 있는 것 B63C 9/20) [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63B49/*,항해용구 또는 항해용 보조구의 배치 [2006.01],B63B
기계ㆍ소재,조선/해양시스템,B63B7/*,"접기 자유, 접어 겹치기 자유, 팽창 자유 또는 이에 유사한 선박(접어 겹치기 자유로운 부선 B63B 35/36) [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63G8/*,"잠수선, 예. 잠수함(잠수함의 선체 B63B 3/13; 기타에 기계적으로 연결된 잠수실, 예. 케이블에 의한 것 B63C 11/34; 잠수자용 썰매 B63C 11/46 어뢰 F42B 19/00) [2006.01]",B63G
기계ㆍ소재,조선/해양시스템,B63H1/*,물에 직접 작용하는 추진기(분사 추진 11/00 ; 프로펠러의 축에의 부착 B63H 23/34) [2006.01],B63H
기계ㆍ소재,조선/해양시스템,B63H11/*,"제트추진 되는 것, 즉 반동의 원리에 의하여 추진되는 것 (제트작용에 의한 조타 B63H 25/46; 동력설비 그 자체는, 관련클래스를 참조) [2006.01]",B63H
기계ㆍ소재,조선/해양시스템,B63H21/*,반상의 추진 동력 설비 또는 장치의 사용(선외추진기기의 사용 B63H 20/00; 추진 동력 설비 또는 장치를 장비하기 위한 선체 보강 B63B 3/70; 추진 동력설비 또는 장비 그 자체는 관련 클래스를 참조) [2006.01],B63H
기계ㆍ소재,조선/해양시스템,B63H3/*,프로펠러 날개의 피치의 변경 [2006.01],B63H
기계ㆍ소재,조선/해양시스템,G01B21/*,"이 서브클래스의 다른 그룹의, 개별형식의 측정수단에 적합하지 아니한 측정장치 또는 그 세부 포함 [2006.01]",G01B
기계ㆍ소재,조선/해양시스템,G01C13/*,"특히 개수면에 사용되는 측량, 예. 바다, 호수, 하천 또는 운하(유체의 수준의 측정 G01F) [2006.01]",G01C
기계ㆍ소재,조선/해양시스템,G01H1/*,"검출기에 직접 작용에 의한 고체진동의 측정(G01H 9/00, G01H 11/00이 우선) [2006.01]",G01H
기계ㆍ소재,조선/해양시스템,G01L5/*,"특정의 목적에 적합한 힘, 예. 충격, 일, 기계적 동력 또는 토오크를 측정하는 장치 또는 방법 [2006.01]",G01L
기계ㆍ소재,조선/해양시스템,G01M10/*,수력학적 시험; 선박시험용 수조 또는 물 터널에서의 장치 [2006.01],G01M
기계ㆍ소재,조선/해양시스템,G06Q50/*,"특정의 업종에 특히 적합한 시스템 또는 방법, 예. 공익 사업 또는 관광업 (헬스케어 인포매틱스 G16H ) [2012.01]",G06Q
기계ㆍ소재,조선/해양시스템,B63H*,선박의 추진 또는 조타(원자력 추진 이외의 잠수함에 특유한 것 B63G; 수중어뢰에 특유한 것 F42B 19/00),B63H
기계ㆍ소재,조선/해양시스템,B63H23/*,추진 동력 설비부터 추진 기기로의 동력 전달 (프로펠러의 피치를 변경하는 것 B63H 3/00 ; 프로펠러의 위치 조절을 위한 전동장치의 적응 B63H 5/125; 풍력 원동기와 추진 기기 사이의 전동 B63H 13/00 ; 선외 추진 장치용 B63H 20/14; 프로펠러의 위치를 적정하게 하기 위한 전동장치의 적응 B63H 20/08; 차량 일반용 B60K; 보기의 구동 B63J; 전동장치의 기계요소 그 자체 F16) [2006.01],B63H
기계ㆍ소재,조선/해양시스템,F01M13/*,크랭크실의 환기 또는 숨쉬기 [2006.01],F01M
기계ㆍ소재,조선/해양시스템,F02B31/*,실린더내의 급기에 회전을 주기 위하여 개량된 흡입계통(흡입계통의 구조의 특징 F02M) [2006.01],F02B
기계ㆍ소재,조선/해양시스템,F02D19/*,"액체가 아닌 연료, 복수의 연료 또는 가연 혼합물에 연료가 아닌 물질을 첨가하여 사용하는 기관에 특징이 있는 제어(기체상태의 비연료 물질에 관한 것 F02D 21/00) [2006.01]",F02D
기계ㆍ소재,조선/해양시스템,F02D45/*,"그룹 F02D 41/00 ～ F02D 43/00에서 분류되지 않는 전기적 제어(배기가스처리장치의 전기적 제어 F01N 9/00; 점화, 윤활, 냉각, 시동, 흡기가열의 기능중의 하나의 전기적 제어는 그와 같은 기능의 관련하는 서브클래스 참조) [2006.01]",F02D
기계ㆍ소재,조선/해양시스템,F02M21/*,"비액체연료를 엔진에 공급하는 장치, 예. 가스연료는 액체형태로 저장됨 [2006.01]",F02M
기계ㆍ소재,조선/해양시스템,F16B1/*,구조 부재간 또는 기계 부품간 서로 고정 또는 상대적으로 움직이는 것을 방지하기 위한 장치 [2006.01],F16B
기계ㆍ소재,조선/해양시스템,F16B33/*,볼트와 너트에 공통된 특징(벽 도웰 F16B 33/00) [2006.01],F16B
기계ㆍ소재,조선/해양시스템,F16B39/*,"나사, 볼트, 또는 너트의 풀림방지(벽 도웰 F16B 13/00; 병에 쓰이는 닫힘 뚜껑의 풀림방지 B65D; 궤도용 레일 고정볼트의 영구 풀림방지 E01B 9/12; 레일의 이음 덮개판 고정 장치의 풀림 방지 E01B 11/38; 밸브 또는 콕(cock)의 록킹 장치 F16K) [2006.01]",F16B
기계ㆍ소재,조선/해양시스템,F16K17/*,안전밸브; 평형밸브(에어로졸(aerosol)용기용 압력 릴리프밸브 F16K 15/00)) [2006.01],F16K
기계ㆍ소재,조선/해양시스템,F16K37/*,밸브 또는 다른 차단장치에 부속되는 조작의 지시 또는 기록 또는 경보를 위한 특별한 수단 [2006.01],F16K
기계ㆍ소재,조선/해양시스템,H01M8/*,연료전지; 그의 제조 [2016.01],H01M
기계ㆍ소재,조선/해양시스템,H02J7/*,축전지의 충전 또는 감극 또는 축전지로부터 부하에의 전력급전을 위한 회로장치 [2006.01],H02J
기계ㆍ소재,조선/해양시스템,B63B25/*,"화물 수용 장치, 예. 쌓아붙임 또는 적하 배열; 그를 특징으로 하는 선박(낚시 선박 어항 B63B 19/12; 하물을 고르개 나누는 것 이외의 다른 조정, 예; 발라스트의 사용에 의한 것 B63B 43/06, 43/08) [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,B63H25/*,"조타 추진 기기의 사용 이외의 감속(조타를 위하여 조절가능하도록 부착된 프로펠러도관 또는 링을 사용하는 것 B63H 5/14; 가동적으로 장비된 선외 추진 기기 B63H 20/00 ); 동적 정유, 즉 주 또는 보조의 추진 장치에 의한 선박의 정착(동적이 아닌 정적인 것 B63B 21/00 ; 보조의 젯트 또는 프로펠러를 사용하여 세로 요동, 가로요동 또는 유사한 바람직하지 않은 선박의 동요를 경감하는 장치 B63B 39/08) [2006.01]",B63H
기계ㆍ소재,조선/해양시스템,B63J99/*,이 서브클래스의 다른 그룹으로 분류되지 않는 주제 사항 [2009.01],B63J
기계ㆍ소재,조선/해양시스템,B66D1/*,"로프, 케이블 또는 체인의 감아 올리기 장치 캡스탄(휴대 또는 이동용 리프트 또는 견인 장치의 응용 3/00) [2006.01]",B66D
기계ㆍ소재,조선/해양시스템,G08B25/*,"경보상태의 위치를 중앙국에 통보하는 경보시스템, 예. 화재 또는 경찰전신시스템 [2006.01]",G08B
기계ㆍ소재,조선/해양시스템,B21D19/*,"플랜지(Flanging) 가공 또는 타의 가장자리 처리, 예. 관(tubes)에서의 것 [2006.01]",B21D
기계ㆍ소재,조선/해양시스템,B21D43/*,"금속판, 금속관 또는 금속외형을 가공 또는 처리하기 위한 장비와 관련 또는 배치 사용하기 위하여 특히 적응되는 공급, 위치결정 또는 저장장치 ; 절단장치와의 조합(공구와 협동하는 절단장치는 공구의 적절한 그룹 참조) [2006.01]",B21D
기계ㆍ소재,조선/해양시스템,B23K*,"납땜(Soldering) 또는 비납땜(Unsoldering); 용접; 납땜 또는 용접에 의하여 클래딩(clading) 또는 피복; 국부 가열에 의한 절단, 예. 화염 절단; 레이저 빔에 의한 가공(금속의 압출에 의한 금속 피복 제품의 제조 B21C 23/22; 주조에 의한 라이닝(lining) 또는 피복의 제조 B22D 19/08; 침적에 의한 주조 B22D 23/04; 금속분말의 소결에 의한 피복층의 제조 B22F 7/00; 피사 또는 제어를 위한 기계공구의 장치 B23Q; 별도로 분류되지 않는 금속에의 피복 또는 재료에 의한 금속에의 피복 C23C; 버어너 F23D)",B23K
기계ㆍ소재,조선/해양시스템,B23Q1/*,일반적으로 공작 기계를 구성하는데 필요한 부재. 특히 비교적 큰 고정 부재(B23Q 37/00이 우선) [2006.01],B23Q
기계ㆍ소재,조선/해양시스템,B23Q7/*,"특히 공작 기계에 배치 또는 조합되어 또는 공작 기계와 관련하여 사용하기 위하여 특히 적합한 공작물을 취급하기 위한 장치, 예. 운반, 부착, 위치 결정, 배출, 선별을 위한 것(가공 스핀들에 결합한 것 B23B 13/00, B23B 19/02; 자동 또는 반자동 선반을 위한 것 B23B 15/00) [2006.01]",B23Q
기계ㆍ소재,조선/해양시스템,F16K11/*,"다방향밸브, 예. 혼합밸브; 이들의 밸브를 합체하는 관의 부착구; 유체를 혼합하는데 특히 적용되는 밸브와 유로의 배치 [2006.01]",F16K
기계ㆍ소재,조선/해양시스템,B63B22/*,"부이(부표, Buoys) (수중물 위치를 지시하는 장치는 B63C 7/26; 구명부이(부표, Buoys), 예. 부환 B63C 9/08) [2006.01]",B63B
기계ㆍ소재,조선/해양시스템,E01D15/*,가동(可動) 또는 가반교(可搬橋)(갱웨이(gang way) 또는 선외의 사다리 장치 B63B 27/14; 적하용 램프 B65G 69/28); 부교 [2006.01],E01D
기계ㆍ소재,조선/해양시스템,E02B17/*,"말뚝(pile) 또는 유사한 지지물상의 인공섬(人工島), 예. 상승 가능한 각상(脚上)의 대(臺);; 그것들의 건설 방법(방현재(舫眩材) E02B 3/26; 부유(浮游) 플랫폼의 정박(碇泊) B63B 21/00; 부대((浮臺), 예. 정박(碇泊)된 것 B63B 35/44; 수중의 독립 구조물 E02D 29/00) [2006.01]",E02B
기계ㆍ소재,조선/해양시스템,E02B3/*,"하천, 해안 또는 기타 해역(海域)의 관리 또는 이용에 관한 공사(제방(堤防) 또는 제언(堤堰) E02B 7/00); 공사를 위한 실링(sealing) 또는 조인트(Joint) 일반 [2006.01]",E02B
